Nombre Jugador,Enlace TM,Temporada,Fecha,Último club,Nuevo club,Valor de mercado,Coste
Alberto Leira,https://www.transfermarkt.es/alberto-leira/transfers/spieler/522134,22/23,01/07/2022,Sin equipo,CD As Pontes,150.000€,-
Alberto Leira,https://www.transfermarkt.es/alberto-leira/transfers/spieler/522134,21/22,01/07/2021,Somozas,Sin equipo,150.000€,-
Alberto Leira,https://www.transfermarkt.es/alberto-leira/transfers/spieler/522134,17/18,17/07/2017,RC Villalbés,G. Segoviana,-,Libre
Alberto Leira,https://www.transfermarkt.es/alberto-leira/transfers/spieler/522134,19/20,29/01/2020,CE Sabadell,Sin equipo,200.000€,-
Alberto Leira,https://www.transfermarkt.es/alberto-leira/transfers/spieler/522134,19/20,02/09/2019,SD Ejea,CE Sabadell,200.000€,Libre
Alberto Leira,https://www.transfermarkt.es/alberto-leira/transfers/spieler/522134,19/20,07/07/2019,CD Teruel,SD Ejea,200.000€,Libre
Alberto Leira,https://www.transfermarkt.es/alberto-leira/transfers/spieler/522134,18/19,14/08/2018,G. Segoviana,CD Teruel,100.000€,Libre
Alberto Leira,https://www.transfermarkt.es/alberto-leira/transfers/spieler/522134,20/21,01/02/2021,CD Ebro,Somozas,150.000€,Libre
Alberto Leira,https://www.transfermarkt.es/alberto-leira/transfers/spieler/522134,20/21,07/09/2020,Sin equipo,CD Ebro,200.000€,-
Alberto Lopo,https://www.transfermarkt.es/alberto-lopo/transfers/spieler/7881,16/17,01/08/2016,RC Deportivo,Gimnàstic,200.000€,Libre
Alberto Lopo,https://www.transfermarkt.es/alberto-lopo/transfers/spieler/7881,13/14,31/01/2014,Getafe CF,RC Deportivo,500.000€,Libre
Alberto Lopo,https://www.transfermarkt.es/alberto-lopo/transfers/spieler/7881,16/17,05/01/2017,Gimnàstic,Pubilla Casas,100.000€,-
Alberto Lopo,https://www.transfermarkt.es/alberto-lopo/transfers/spieler/7881,18/19,19/07/2018,IC d'Escaldes,Retirado,-,-
Alberto Lopo,https://www.transfermarkt.es/alberto-lopo/transfers/spieler/7881,13/14,31/01/2014,Getafe CF,RC Deportivo,500.000€,Libre
Alberto Lopo,https://www.transfermarkt.es/alberto-lopo/transfers/spieler/7881,16/17,01/08/2016,RC Deportivo,Gimnàstic,200.000€,Libre
Alberto Lopo,https://www.transfermarkt.es/alberto-lopo/transfers/spieler/7881,16/17,05/01/2017,Gimnàstic,Pubilla Casas,100.000€,-
Alberto Lopo,https://www.transfermarkt.es/alberto-lopo/transfers/spieler/7881,17/18,18/01/2018,Pubilla Casas,IC d'Escaldes,-,-
Alberto Lopo,https://www.transfermarkt.es/alberto-lopo/transfers/spieler/7881,18/19,19/07/2018,IC d'Escaldes,Retirado,-,-
Alberto Lopo,https://www.transfermarkt.es/alberto-lopo/transfers/spieler/7881,17/18,18/01/2018,Pubilla Casas,IC d'Escaldes,-,-
Alberto Retuerta,https://www.transfermarkt.es/alberto-retuerta/transfers/spieler/710001,18/19,01/07/2018,RM Fútb. base,R. Madrid Juv.C,-,-
Alberto Retuerta,https://www.transfermarkt.es/alberto-retuerta/transfers/spieler/710001,22/23,30/06/2023,Hércules CF,RC Deportivo,200.000€,Fin de préstamo
Alberto Retuerta,https://www.transfermarkt.es/alberto-retuerta/transfers/spieler/710001,22/23,23/01/2023,RC Deportivo,Hércules CF,200.000€,Préstamo
Alberto Retuerta,https://www.transfermarkt.es/alberto-retuerta/transfers/spieler/710001,22/23,26/07/2022,RM Castilla,RC Deportivo,200.000€,Libre
Alberto Retuerta,https://www.transfermarkt.es/alberto-retuerta/transfers/spieler/710001,20/21,01/10/2020,R. Madrid Juv.A,RM Castilla,-,-
Alberto Retuerta,https://www.transfermarkt.es/alberto-retuerta/transfers/spieler/710001,20/21,01/07/2020,R. Madrid Juv.B,R. Madrid Juv.A,-,-
Alberto Retuerta,https://www.transfermarkt.es/alberto-retuerta/transfers/spieler/710001,19/20,01/07/2019,R. Madrid Juv.C,R. Madrid Juv.B,-,-
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,22/23,01/07/2022,Depor Fabril,RC Deportivo,100.000€,-
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,22/23,30/06/2023,Unionistas CF,RC Deportivo,100.000€,Fin de préstamo
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,22/23,23/07/2022,RC Deportivo,Unionistas CF,100.000€,Préstamo
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,22/23,30/06/2023,Unionistas CF,RC Deportivo,100.000€,Fin de préstamo
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,19/20,31/01/2020,Depor Juvenil A,Depor Fabril,-,-
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,22/23,23/07/2022,RC Deportivo,Unionistas CF,100.000€,Préstamo
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,18/19,01/07/2018,Depor Fút. base,Depor Juvenil A,-,-
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,17/18,01/07/2017,Plasencia Juv A,Depor Fút. base,-,Libre
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,18/19,01/07/2018,Depor Fút. base,Depor Juvenil A,-,-
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,19/20,31/01/2020,Depor Juvenil A,Depor Fabril,-,-
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,22/23,01/07/2022,Depor Fabril,RC Deportivo,100.000€,-
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,22/23,23/07/2022,RC Deportivo,Unionistas CF,100.000€,Préstamo
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,17/18,01/07/2017,Plasencia Juv A,Depor Fút. base,-,Libre
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,18/19,01/07/2018,Depor Fút. base,Depor Juvenil A,-,-
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,19/20,31/01/2020,Depor Juvenil A,Depor Fabril,-,-
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,17/18,01/07/2017,Plasencia Juv A,Depor Fút. base,-,Libre
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,18/19,01/07/2018,Depor Fút. base,Depor Juvenil A,-,-
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,19/20,31/01/2020,Depor Juvenil A,Depor Fabril,-,-
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,22/23,01/07/2022,Depor Fabril,RC Deportivo,100.000€,-
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,22/23,30/06/2023,Unionistas CF,RC Deportivo,100.000€,Fin de préstamo
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,22/23,30/06/2023,Unionistas CF,RC Deportivo,100.000€,Fin de préstamo
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,17/18,01/07/2017,Plasencia Juv A,Depor Fút. base,-,Libre
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,22/23,01/07/2022,Depor Fabril,RC Deportivo,100.000€,-
Alberto Sánchez,https://www.transfermarkt.es/alberto-sanchez/transfers/spieler/551184,22/23,23/07/2022,RC Deportivo,Unionistas CF,100.000€,Préstamo
Aldo One,https://www.transfermarkt.es/aldo-one/transfers/spieler/254476,13/14,01/07/2013,Mallorca Juv. A,RCD Mallorca B,-,-
Aldo One,https://www.transfermarkt.es/aldo-one/transfers/spieler/254476,19/20,18/07/2019,Depor Fabril,Salamanca CF,200.000€,Libre
Aldo One,https://www.transfermarkt.es/aldo-one/transfers/spieler/254476,20/21,29/08/2020,Salamanca CF,CE L'Hospitalet,200.000€,Libre
Aldo One,https://www.transfermarkt.es/aldo-one/transfers/spieler/254476,21/22,01/07/2021,CE L'Hospitalet,Sin equipo,150.000€,-
Aldo One,https://www.transfermarkt.es/aldo-one/transfers/spieler/254476,21/22,31/01/2022,Sin equipo,AE Prat,150.000€,-
Aldo One,https://www.transfermarkt.es/aldo-one/transfers/spieler/254476,22/23,25/08/2022,AE Prat,CE L'Hospitalet,150.000€,Libre
Aldo One,https://www.transfermarkt.es/aldo-one/transfers/spieler/254476,17/18,07/07/2017,RCD Mallorca B,Depor Fabril,200.000€,Libre
Alejandro Arribas,https://www.transfermarkt.es/alejandro-arribas/transfers/spieler/137174,14/15,27/07/2014,CA Osasuna,Sevilla FC,4.000.000€,Libre
Alejandro Arribas,https://www.transfermarkt.es/alejandro-arribas/transfers/spieler/137174,15/16,01/07/2015,Sevilla FC,RC Deportivo,2.500.000€,Libre
Alejandro Arribas,https://www.transfermarkt.es/alejandro-arribas/transfers/spieler/137174,17/18,01/01/2018,RC Deportivo,Pumas UNAM,2.000.000€,2.00 mill. €
Alejandro Arribas,https://www.transfermarkt.es/alejandro-arribas/transfers/spieler/137174,21/22,01/01/2022,Real Oviedo,FC Juárez,200.000€,Libre
Alejandro Arribas,https://www.transfermarkt.es/alejandro-arribas/transfers/spieler/137174,19/20,30/07/2019,Pumas UNAM,Real Oviedo,2.000.000€,Libre
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,19/20,01/07/2019,Laracha,Depor Fabril,-,-
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,19/20,01/07/2019,Laracha,Depor Fabril,-,-
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,19/20,09/08/2019,Depor Fabril,Marino Luanco,-,Préstamo
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,18/19,01/07/2018,Depor Juvenil A,Laracha,-,-
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,21/22,02/07/2021,Depor Fabril,Bergantiños FC,50.000€,Libre
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,16/17,01/07/2016,Depor Fút. base,Depor Juvenil A,-,-
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,21/22,02/07/2021,Depor Fabril,Bergantiños FC,50.000€,Libre
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,19/20,30/06/2020,Marino Luanco,Depor Fabril,50.000€,Fin de préstamo
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,19/20,09/08/2019,Depor Fabril,Marino Luanco,-,Préstamo
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,18/19,01/07/2018,Depor Juvenil A,Laracha,-,-
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,19/20,30/06/2020,Marino Luanco,Depor Fabril,50.000€,Fin de préstamo
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,16/17,01/07/2016,Depor Fút. base,Depor Juvenil A,-,-
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,19/20,01/07/2019,Laracha,Depor Fabril,-,-
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,19/20,30/06/2020,Marino Luanco,Depor Fabril,50.000€,Fin de préstamo
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,16/17,01/07/2016,Depor Fút. base,Depor Juvenil A,-,-
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,18/19,01/07/2018,Depor Juvenil A,Laracha,-,-
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,19/20,01/07/2019,Laracha,Depor Fabril,-,-
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,19/20,09/08/2019,Depor Fabril,Marino Luanco,-,Préstamo
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,21/22,02/07/2021,Depor Fabril,Bergantiños FC,50.000€,Libre
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,16/17,01/07/2016,Depor Fút. base,Depor Juvenil A,-,-
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,21/22,02/07/2021,Depor Fabril,Bergantiños FC,50.000€,Libre
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,18/19,01/07/2018,Depor Juvenil A,Laracha,-,-
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,19/20,30/06/2020,Marino Luanco,Depor Fabril,50.000€,Fin de préstamo
Alejandro Boedo,https://www.transfermarkt.es/alejandro-boedo/transfers/spieler/557220,19/20,09/08/2019,Depor Fabril,Marino Luanco,-,Préstamo
Alex Delgado,https://www.transfermarkt.es/alex-delgado/transfers/spieler/1064140,22/23,01/07/2022,Depor Fút. base,Depor Juvenil A,-,-
Alex Delgado,https://www.transfermarkt.es/alex-delgado/transfers/spieler/1064140,20/21,01/07/2020,San Tirso,Depor Fút. base,-,?
Alex Delgado,https://www.transfermarkt.es/alex-delgado/transfers/spieler/1064140,19/20,01/07/2019,Celta Fútb.base,San Tirso,-,?
Alex López,https://www.transfermarkt.es/alex-lopez/transfers/spieler/926208,21/22,01/07/2021,Depor Fút. base,Alavés Fút.base,-,?
Alex Montero,https://www.transfermarkt.es/alex-montero/transfers/spieler/1064148,22/23,01/07/2022,Depor Fút. base,Depor Juvenil A,-,-
Alexandre Casares,https://www.transfermarkt.es/alexandre-casares/transfers/spieler/636437,17/18,01/07/2017,Depor Fút. base,Lugo Fútb.base,-,Libre
Alexandre Casares,https://www.transfermarkt.es/alexandre-casares/transfers/spieler/636437,20/21,01/07/2020,Lugo Juvenil A,Bóveda,-,Libre
Alexandre Casares,https://www.transfermarkt.es/alexandre-casares/transfers/spieler/636437,18/19,01/07/2018,Lugo Fútb.base,Lugo Juvenil A,-,-
Alvaro Mardones,https://www.transfermarkt.es/alvaro-mardones/transfers/spieler/1064145,22/23,01/07/2022,Depor Fút. base,Depor Juvenil A,-,-
André André,https://www.transfermarkt.es/andre-andre/transfers/spieler/63837,21/22,30/01/2022,Vit. Guimarães,Al-Ittihad Club,2.500.000€,Préstamo
André André,https://www.transfermarkt.es/andre-andre/transfers/spieler/63837,21/22,30/06/2022,Al-Ittihad Club,Vit. Guimarães,2.000.000€,Fin de préstamo
André André,https://www.transfermarkt.es/andre-andre/transfers/spieler/63837,15/16,01/07/2015,Vit. Guimarães,Oporto,5.500.000€,1.50 mill. €
André André,https://www.transfermarkt.es/andre-andre/transfers/spieler/63837,18/19,04/07/2018,Oporto,Vit. Guimarães,3.500.000€,?
Andrés Guardado,https://www.transfermarkt.es/andres-guardado/transfers/spieler/20506,17/18,07/07/2017,PSV Eindhoven,Real Betis,6.000.000€,2.50 mill. €
Andrés Guardado,https://www.transfermarkt.es/andres-guardado/transfers/spieler/20506,14/15,30/06/2015,PSV Eindhoven,Valencia CF,7.000.000€,Fin de préstamo
Andrés Guardado,https://www.transfermarkt.es/andres-guardado/transfers/spieler/20506,14/15,26/08/2014,Valencia CF,PSV Eindhoven,6.000.000€,Préstamo
Andrés Guardado,https://www.transfermarkt.es/andres-guardado/transfers/spieler/20506,15/16,01/07/2015,Valencia CF,PSV Eindhoven,7.500.000€,2.80 mill. €
Andrés Guardado,https://www.transfermarkt.es/andres-guardado/transfers/spieler/20506,13/14,30/01/2014,Valencia CF,B. Leverkusen,6.000.000€,Tarifa de préstamo:1.00 mill. €
Andrés Guardado,https://www.transfermarkt.es/andres-guardado/transfers/spieler/20506,13/14,30/06/2014,B. Leverkusen,Valencia CF,6.000.000€,Fin de préstamo
Angeliño,https://www.transfermarkt.es/angelino/transfers/spieler/277179,22/23,08/08/2022,RB Leipzig,Hoffenheim,30.000.000€,Préstamo
Angeliño,https://www.transfermarkt.es/angelino/transfers/spieler/277179,20/21,30/06/2021,RB Leipzig,Manchester City,35.000.000€,Fin de préstamo
Angeliño,https://www.transfermarkt.es/angelino/transfers/spieler/277179,21/22,01/07/2021,Manchester City,RB Leipzig,35.000.000€,18.00 mill. €
Angeliño,https://www.transfermarkt.es/angelino/transfers/spieler/277179,18/19,01/07/2018,Man City U23,PSV Eindhoven,3.000.000€,5.50 mill. €
Angeliño,https://www.transfermarkt.es/angelino/transfers/spieler/277179,22/23,30/06/2023,Hoffenheim,RB Leipzig,14.000.000€,Fin de préstamo
Angeliño,https://www.transfermarkt.es/angelino/transfers/spieler/277179,17/18,29/06/2018,NAC Breda,Man City U23,3.000.000€,Fin de préstamo
Angeliño,https://www.transfermarkt.es/angelino/transfers/spieler/277179,17/18,04/07/2017,Man City U23,NAC Breda,500.000€,Préstamo
Angeliño,https://www.transfermarkt.es/angelino/transfers/spieler/277179,15/16,08/07/2015,Man City U21,New York City,-,Préstamo
Angeliño,https://www.transfermarkt.es/angelino/transfers/spieler/277179,16/17,30/06/2017,RCD Mallorca,Man City U23,500.000€,Fin de préstamo
Angeliño,https://www.transfermarkt.es/angelino/transfers/spieler/277179,16/17,31/01/2017,Man City U23,RCD Mallorca,300.000€,Préstamo
Angeliño,https://www.transfermarkt.es/angelino/transfers/spieler/277179,13/14,03/07/2013,Depor Fút. base,Man City U18,-,4.50 mill. €
Angeliño,https://www.transfermarkt.es/angelino/transfers/spieler/277179,14/15,01/07/2014,Man City U18,Man City U21,-,-
Angeliño,https://www.transfermarkt.es/angelino/transfers/spieler/277179,16/17,30/01/2017,Girona FC,Man City U23,300.000€,Fin de préstamo
Angeliño,https://www.transfermarkt.es/angelino/transfers/spieler/277179,16/17,01/01/2017,Man City U23,Girona FC,-,Préstamo
Angeliño,https://www.transfermarkt.es/angelino/transfers/spieler/277179,15/16,31/10/2015,New York City,Man City U21,-,Fin de préstamo
Angeliño,https://www.transfermarkt.es/angelino/transfers/spieler/277179,19/20,31/01/2020,Manchester City,RB Leipzig,16.000.000€,Tarifa de préstamo:2.00 mill. €
Angeliño,https://www.transfermarkt.es/angelino/transfers/spieler/277179,19/20,03/07/2019,PSV Eindhoven,Manchester City,16.000.000€,12.00 mill. €
Antonio Barragán,https://www.transfermarkt.es/antonio-barragan/transfers/spieler/32522,18/19,01/07/2018,Middlesbrough,Real Betis,2.500.000€,1.00 mill. €
Antonio Barragán,https://www.transfermarkt.es/antonio-barragan/transfers/spieler/32522,16/17,15/07/2016,Valencia CF,Middlesbrough,4.000.000€,2.70 mill. €
Antonio Barragán,https://www.transfermarkt.es/antonio-barragan/transfers/spieler/32522,22/23,01/07/2022,Elche CF,Retirado,600.000€,-
Antonio Barragán,https://www.transfermarkt.es/antonio-barragan/transfers/spieler/32522,20/21,04/10/2020,Real Betis,Elche CF,1.600.000€,Libre
Antonio Barragán,https://www.transfermarkt.es/antonio-barragan/transfers/spieler/32522,17/18,30/06/2018,Real Betis,Middlesbrough,2.500.000€,Fin de préstamo
Antonio Barragán,https://www.transfermarkt.es/antonio-barragan/transfers/spieler/32522,17/18,06/07/2017,Middlesbrough,Real Betis,3.000.000€,Préstamo
Antonio Núñez,https://www.transfermarkt.es/antonio-nunez/transfers/spieler/15466,13/14,12/09/2013,SD Huesca,RC Deportivo,200.000€,Libre
Antonio Núñez,https://www.transfermarkt.es/antonio-nunez/transfers/spieler/15466,14/15,07/07/2014,RC Deportivo,Recreativo,100.000€,Libre
Antonio Núñez,https://www.transfermarkt.es/antonio-nunez/transfers/spieler/15466,18/19,01/07/2018,Recreativo,Retirado,-,-
Antonio Tomás,https://www.transfermarkt.es/antonio-tomas/transfers/spieler/37340,17/18,07/08/2017,PAE Veria,Racing,300.000€,Libre
Antonio Tomás,https://www.transfermarkt.es/antonio-tomas/transfers/spieler/37340,18/19,28/08/2018,Racing,Retirado,150.000€,-
Antonio Tomás,https://www.transfermarkt.es/antonio-tomas/transfers/spieler/37340,16/17,17/07/2016,Sin equipo,PAE Veria,400.000€,-
Antonio Tomás,https://www.transfermarkt.es/antonio-tomas/transfers/spieler/37340,15/16,28/01/2016,CD Numancia,Sin equipo,400.000€,-
